,pid,Ted Budd,Cheri Beasley,Shannon W. Bray,Matthew Hoh,Write-In (Miscellaneous),Michelle Estelle Lewis,County,prec_id,d_margin
299,BURKE_0014,839,134,6,3,0,,BURKE,0014,-72.4563206577595
300,BURKE_0015,528,143,6,3,0,,BURKE,0015,-57.377049180327866
301,BURKE_0018,209,112,1,2,0,,BURKE,0018,-30.218068535825545
302,BURKE_0019,287,127,3,1,0,,BURKE,0019,-38.64734299516908
303,BURKE_0020,385,260,9,3,0,,BURKE,0020,-19.379844961240313
304,BURKE_0021,520,204,13,10,0,,BURKE,0021,-43.646408839779006
305,BURKE_0022,769,237,16,11,3,,BURKE,0022,-52.88270377733598
306,BURKE_0024,977,396,18,7,0,,BURKE,0024,-42.316096139839765
307,BURKE_0031,327,628,18,10,0,,BURKE,0031,31.518324607329845
308,BURKE_0034,408,566,14,12,1,,BURKE,0034,16.2217659137577
309,BURKE_0035,280,413,14,9,0,,BURKE,0035,19.19191919191919
310,BURKE_0036,732,238,14,10,0,,BURKE,0036,-50.92783505154639
311,BURKE_0038,656,375,16,8,0,,BURKE,0038,-27.255092143549952
312,BURKE_0039,410,406,11,6,0,,BURKE,0039,-0.49019607843137253
313,BURKE_0040,571,258,14,12,0,,BURKE,0040,-37.75633293124246
314,BURKE_0047-A,593,493,15,4,0,,BURKE,0047-A,-9.208103130755065
315,BURKE_0047-B,450,238,22,5,0,,BURKE,0047-B,-30.813953488372093
316,BURKE_0048,692,464,17,8,0,,BURKE,0048,-19.72318339100346
317,BURKE_0051,1128,512,33,9,0,,BURKE,0051,-37.5609756097561
318,BURKE_0052,421,186,7,6,1,,BURKE,0052,-38.71499176276771
319,BURKE_0062,339,113,6,3,0,,BURKE,0062,-50.0
320,BURKE_0064,323,107,10,6,0,,BURKE,0064,-50.23255813953489
321,BURKE_0066,700,243,17,8,4,,BURKE,0066,-48.46235418875928
322,BURKE_0070,952,357,16,5,2,,BURKE,0070,-45.45454545454545
323,BURKE_0071,861,217,14,6,1,,BURKE,0071,-59.74025974025974
324,BURKE_0072,1202,293,24,19,0,,BURKE,0072,-60.802675585284284
325,CABARRUS_01-02,765,290,22,11,0,0.0,CABARRUS,01-02,-45.023696682464454
326,CABARRUS_01-04,795,788,47,11,2,0.0,CABARRUS,01-04,-0.4421983575489577
327,CABARRUS_01-07,607,282,15,6,0,0.0,CABARRUS,01-07,-36.55793025871766
328,CABARRUS_01-08,656,581,20,17,1,0.0,CABARRUS,01-08,-6.063055780113177
329,CABARRUS_01-10,507,358,24,8,0,0.0,CABARRUS,01-10,-17.22543352601156
330,CABARRUS_01-11,859,578,28,12,0,0.0,CABARRUS,01-11,-19.554627696590117
331,CABARRUS_02-01,510,294,11,6,0,0.0,CABARRUS,02-01,-26.865671641791046
332,CABARRUS_02-02,609,479,26,12,2,0.0,CABARRUS,02-02,-11.948529411764707
333,CABARRUS_02-03,971,522,27,18,2,2.0,CABARRUS,02-03,-30.073677160080376
334,CABARRUS_02-05,687,434,22,17,0,0.0,CABARRUS,02-05,-22.56913470115968
335,CABARRUS_02-06,386,370,25,14,0,0.0,CABARRUS,02-06,-2.1164021164021163
336,CABARRUS_02-07,541,410,19,12,1,0.0,CABARRUS,02-07,-13.774973711882229
337,CABARRUS_02-08,977,877,29,13,4,0.0,CABARRUS,02-08,-5.393743257820928
338,CABARRUS_02-09,799,969,38,16,2,0.0,CABARRUS,02-09,9.615384615384617
339,CABARRUS_03-00,1044,479,24,15,1,0.0,CABARRUS,03-00,-37.097833223900196
340,CABARRUS_04-01,350,298,10,9,0,0.0,CABARRUS,04-01,-8.024691358024691
341,CABARRUS_04-03,405,272,14,6,0,0.0,CABARRUS,04-03,-19.64549483013294
342,CABARRUS_04-08,324,149,9,10,1,0.0,CABARRUS,04-08,-36.99788583509514
343,CABARRUS_04-09,618,304,15,6,2,0.0,CABARRUS,04-09,-34.05639913232104
344,CABARRUS_04-11,317,227,13,10,1,1.0,CABARRUS,04-11,-16.544117647058822
345,CABARRUS_04-12,448,415,22,10,0,1.0,CABARRUS,04-12,-3.8238702201622248
346,CABARRUS_04-13,778,392,21,18,2,0.0,CABARRUS,04-13,-32.99145299145299
347,CABARRUS_05-00,673,133,13,7,0,0.0,CABARRUS,05-00,-66.99751861042184
348,CABARRUS_06-00,835,98,10,7,1,0.0,CABARRUS,06-00,-78.9924973204716
349,CABARRUS_07-00,506,77,4,3,0,0.0,CABARRUS,07-00,-73.58490566037736
350,CABARRUS_08-00,1233,249,19,17,0,0.0,CABARRUS,08-00,-66.39676113360325
351,CABARRUS_09-00,902,157,17,7,1,0.0,CABARRUS,09-00,-70.34938621340888
352,CABARRUS_10-00,1566,388,24,9,3,0.0,CABARRUS,10-00,-60.28659160696008
353,CABARRUS_11-01,638,568,15,19,0,0.0,CABARRUS,11-01,-5.804311774461028
354,CABARRUS_11-02,836,295,29,13,2,0.0,CABARRUS,11-02,-47.83377541998232
355,CABARRUS_12-03,321,189,2,3,0,0.0,CABARRUS,12-03,-25.882352941176475
356,CABARRUS_12-04,252,209,11,5,0,0.0,CABARRUS,12-04,-9.327548806941431
357,CABARRUS_12-05,427,235,21,4,0,0.0,CABARRUS,12-05,-29.003021148036257
358,CABARRUS_12-08,174,109,6,4,0,0.0,CABARRUS,12-08,-22.968197879858657
359,CABARRUS_12-09,489,261,13,8,0,0.0,CABARRUS,12-09,-30.4
360,CABARRUS_12-11,221,170,13,6,0,0.0,CABARRUS,12-11,-13.043478260869565
361,CABARRUS_12-12,351,209,13,12,0,0.0,CABARRUS,12-12,-25.357142857142854
362,CABARRUS_12-13,192,516,13,9,2,0.0,CABARRUS,12-13,45.76271186440678
363,CABARRUS_12-14,428,379,18,12,1,0.0,CABARRUS,12-14,-6.071871127633209
364,CABARRUS_ABSENTEE,1164,2681,57,51,1,0.0,CABARRUS,ABSENTEE,39.453836150845255
365,CABARRUS_OS-HBG,4725,5669,117,63,3,0.0,CABARRUS,OS-HBG,9.08216278622282
366,CABARRUS_OS-KTD,4306,3218,96,46,3,0.0,CABARRUS,OS-KTD,-14.46039340776183
367,CABARRUS_OS-LOB,7164,6684,150,78,8,0.0,CABARRUS,OS-LOB,-3.466204506065858
368,CABARRUS_PROVISIONAL,112,110,6,3,0,0.0,CABARRUS,PROVISIONAL,-0.9009009009009009
369,CABARRUS_TRANSFER,0,0,0,0,0,0.0,CABARRUS,TRANSFER,
370,CALDWELL_PR001,702,174,20,5,2,,CALDWELL,PR001,-60.273972602739725
371,CALDWELL_PR002,411,94,9,7,0,,CALDWELL,PR002,-62.772277227722775
372,CALDWELL_PR003,281,70,6,3,0,,CALDWELL,PR003,-60.11396011396012
373,CALDWELL_PR004,595,63,10,0,0,,CALDWELL,PR004,-80.85106382978722
374,CALDWELL_PR005,405,101,12,7,1,,CALDWELL,PR005,-60.079051383399204
375,CALDWELL_PR006,120,110,4,4,0,,CALDWELL,PR006,-4.3478260869565215
376,CALDWELL_PR007,213,68,6,0,0,,CALDWELL,PR007,-51.60142348754449
377,CALDWELL_PR008,513,146,14,6,3,,CALDWELL,PR008,-55.69044006069803
378,CALDWELL_PR009,545,85,11,6,0,,CALDWELL,PR009,-73.01587301587301
379,CALDWELL_PR010,629,101,8,7,1,,CALDWELL,PR010,-72.32876712328768
380,CALDWELL_PR011,573,107,12,5,0,,CALDWELL,PR011,-68.52941176470588
381,CALDWELL_PR012,331,144,7,5,0,,CALDWELL,PR012,-39.36842105263158
382,CALDWELL_PR013,182,131,6,7,0,,CALDWELL,PR013,-16.293929712460063
383,CALDWELL_PR014,162,63,4,3,0,,CALDWELL,PR014,-44.0
384,CALDWELL_PR015,533,80,8,6,0,,CALDWELL,PR015,-73.89885807504079
385,CALDWELL_PR016,850,147,16,7,3,,CALDWELL,PR016,-70.51153460381143
386,CALDWELL_PR017,827,200,26,6,0,,CALDWELL,PR017,-61.051606621226874
387,CALDWELL_PR018,427,46,8,5,0,,CALDWELL,PR018,-80.54968287526427
388,CALDWELL_ABSENTEE,325,450,11,9,0,,CALDWELL,ABSENTEE,16.129032258064516
389,CALDWELL_ONE STOP RESOURCE CENTER,6689,2682,122,51,8,,CALDWELL,ONE STOP RESOURCE CENTER,-42.75957741969908
390,CALDWELL_ONE STOP SHUFORD REC,5514,1328,70,43,3,,CALDWELL,ONE STOP SHUFORD REC,-61.18094124524993
391,CALDWELL_PROVISIONAL,73,14,1,0,0,,CALDWELL,PROVISIONAL,-67.81609195402298
392,CALDWELL_TRANSFER,0,0,0,0,0,,CALDWELL,TRANSFER,
393,CAMDEN_CH,470,126,22,7,1,1.0,CAMDEN,CH,-57.71812080536913
394,CAMDEN_SH,414,84,9,3,0,0.0,CAMDEN,SH,-66.26506024096386
395,CAMDEN_SM,694,165,29,9,2,0.0,CAMDEN,SM,-61.58323632130384
396,CAMDEN_ABSENTEE,63,50,2,3,0,0.0,CAMDEN,ABSENTEE,-11.504424778761061
397,CAMDEN_ONE STOP,1484,579,43,11,3,1.0,CAMDEN,ONE STOP,-43.86815317498788
398,CAMDEN_PROVISIONAL,2,2,0,1,0,0.0,CAMDEN,PROVISIONAL,0.0
399,CAMDEN_TRANSFER,0,0,0,0,0,0.0,CAMDEN,TRANSFER,
400,CARTERET_ABCH,659,238,10,4,0,,CARTERET,ABCH,-46.93422519509476
401,CARTERET_ASCI,358,95,8,4,0,,CARTERET,ASCI,-58.05739514348785
402,CARTERET_BCRK,847,217,27,12,1,,CARTERET,BCRK,-59.210526315789465
403,CARTERET_BFT1,408,525,12,1,1,,CARTERET,BFT1,12.540192926045016
404,CARTERET_BFT2,1285,833,38,18,2,,CARTERET,BFT2,-21.34088762983947
405,CARTERET_BOGU,1471,371,23,16,1,,CARTERET,BOGU,-59.71769815418024
406,CARTERET_CCCP,1678,452,40,12,3,,CARTERET,CCCP,-57.55868544600939
407,CARTERET_DASW,320,68,4,3,0,,CARTERET,DASW,-64.94845360824742
408,CARTERET_EMIS,1822,831,19,22,0,,CARTERET,EMIS,-37.3539389370524
409,CARTERET_HAIS,546,117,2,0,2,,CARTERET,HAIS,-64.70588235294117
410,CARTERET_ISPK,763,463,11,6,0,,CARTERET,ISPK,-24.469820554649267
411,CARTERET_MASM,287,118,5,2,0,,CARTERET,MASM,-41.7283950617284
412,CARTERET_MCRK,251,40,3,1,0,,CARTERET,MCRK,-72.5085910652921
413,CARTERET_MERR,216,90,4,0,0,,CARTERET,MERR,-41.17647058823529
414,CARTERET_MHD1,996,445,19,6,1,,CARTERET,MHD1,-38.237335183900065
415,CARTERET_MHD2,907,486,14,8,2,,CARTERET,MHD2,-30.222541277817662
416,CARTERET_MHD3,1389,609,28,11,1,,CARTERET,MHD3,-39.03903903903904
417,CARTERET_MHD4,1389,521,30,15,1,,CARTERET,MHD4,-45.44502617801047
418,CARTERET_NPT1,1232,416,30,15,1,,CARTERET,NPT1,-49.51456310679612
419,CARTERET_NPT2,1227,293,30,17,0,,CARTERET,NPT2,-61.44736842105263
420,CARTERET_NRIV,179,195,4,4,0,,CARTERET,NRIV,4.27807486631016
421,CARTERET_OTBEG,814,271,23,4,0,,CARTERET,OTBEG,-50.046082949308754
422,CARTERET_PELE,703,204,16,7,1,,CARTERET,PELE,-55.01653803748622
423,CARTERET_STEL,779,175,11,10,0,,CARTERET,STEL,-63.312368972746334
424,CARTERET_WIHA,863,277,10,15,0,,CARTERET,WIHA,-51.40350877192983
425,CARTERET_WILD,1320,477,31,19,3,,CARTERET,WILD,-46.91151919866444
426,CASWELL_ANDE,368,110,6,3,0,,CASWELL,ANDE,-53.97489539748954
427,CASWELL_LEAS,203,140,5,4,0,,CASWELL,LEAS,-18.367346938775512
428,CASWELL_LOCU,483,544,8,7,0,,CASWELL,LOCU,5.939629990262902
429,CASWELL_MILT,481,529,17,6,1,,CASWELL,MILT,4.752475247524752
430,CASWELL_PELH,1059,439,18,6,0,,CASWELL,PELH,-41.388518024032045
431,CASWELL_PH,689,365,7,4,0,,CASWELL,PH,-30.740037950664135
432,CASWELL_PROVI,305,169,5,1,0,,CASWELL,PROVI,-28.691983122362867
433,CASWELL_STON,791,346,6,7,1,,CASWELL,STON,-39.138082673702726
434,CASWELL_YANC,488,479,12,5,1,,CASWELL,YANC,-0.9307135470527405
435,CATAWBA_01,1604,262,19,6,0,0.0,CATAWBA,01,-71.91854233654877
436,CATAWBA_02,1004,209,13,6,0,0.0,CATAWBA,02,-65.53998351195384
437,CATAWBA_03,962,236,21,9,0,0.0,CATAWBA,03,-60.60100166944908
438,CATAWBA_04,216,172,13,3,0,0.0,CATAWBA,04,-11.34020618556701
439,CATAWBA_05,1241,348,27,10,0,0.0,CATAWBA,05,-56.19886721208307
440,CATAWBA_06,1005,351,22,6,3,0.0,CATAWBA,06,-48.23008849557522
441,CATAWBA_07,857,477,17,18,3,1.0,CATAWBA,07,-28.48575712143928
442,CATAWBA_08,1049,437,23,20,1,1.0,CATAWBA,08,-41.184387617765815
443,CATAWBA_09,1211,177,21,5,0,0.0,CATAWBA,09,-74.49567723342939
444,CATAWBA_10,99,108,1,3,1,0.0,CATAWBA,10,4.3478260869565215
445,CATAWBA_11,247,287,9,6,1,0.0,CATAWBA,11,7.490636704119851
446,CATAWBA_12,137,430,3,3,0,0.0,CATAWBA,12,51.67548500881834
447,CATAWBA_13,233,311,5,10,0,0.0,CATAWBA,13,14.338235294117647
448,CATAWBA_14,524,479,16,6,0,0.0,CATAWBA,14,-4.48654037886341
449,CATAWBA_15,14,191,1,2,0,0.0,CATAWBA,15,86.34146341463415
450,CATAWBA_16,613,504,16,17,1,0.0,CATAWBA,16,-9.758281110116384
451,CATAWBA_17,411,207,14,6,0,0.0,CATAWBA,17,-33.00970873786408
452,CATAWBA_19,363,170,12,7,0,0.0,CATAWBA,19,-36.210131332082554
453,CATAWBA_20,1254,375,27,13,0,0.0,CATAWBA,20,-53.95948434622467
454,CATAWBA_21,846,236,10,14,1,0.0,CATAWBA,21,-56.37707948243993
455,CATAWBA_22,1252,416,29,12,1,0.0,CATAWBA,22,-50.11990407673861
456,CATAWBA_23,1642,643,37,11,0,0.0,CATAWBA,23,-43.71991247264771
457,CATAWBA_24,1674,531,31,17,0,0.0,CATAWBA,24,-51.83673469387755
458,CATAWBA_25,519,287,13,11,0,0.0,CATAWBA,25,-28.78411910669975
459,CATAWBA_26,571,491,11,12,0,0.0,CATAWBA,26,-7.532956685499058
460,CATAWBA_27,1602,356,35,15,1,0.0,CATAWBA,27,-63.63636363636363
461,CATAWBA_28,1021,353,20,12,0,0.0,CATAWBA,28,-48.617176128093156
462,CATAWBA_29,1799,571,36,14,0,0.0,CATAWBA,29,-51.81434599156118
463,CATAWBA_30,1098,588,15,22,2,0.0,CATAWBA,30,-30.2491103202847
464,CATAWBA_31,2166,683,39,16,2,0.0,CATAWBA,31,-52.05335205335205
465,CATAWBA_32,918,518,26,13,4,0.0,CATAWBA,32,-27.85515320334262
466,CATAWBA_33,1565,482,23,7,1,0.0,CATAWBA,33,-52.9066927210552
467,CATAWBA_34,1760,610,37,12,0,0.0,CATAWBA,34,-48.52320675105485
468,CATAWBA_35,938,422,16,15,0,1.0,CATAWBA,35,-37.94117647058823
469,CATAWBA_36,860,580,29,10,0,0.0,CATAWBA,36,-19.444444444444446
470,CATAWBA_37,712,540,19,17,1,0.0,CATAWBA,37,-13.738019169329075
471,CATAWBA_38,1084,657,24,12,1,0.0,CATAWBA,38,-24.52613440551407
472,CATAWBA_39,1000,528,24,6,0,0.0,CATAWBA,39,-30.89005235602094
473,CATAWBA_40,481,314,11,6,1,0.0,CATAWBA,40,-21.0062893081761
474,CATAWBA_41,1700,539,20,13,2,0.0,CATAWBA,41,-51.853506029477444
475,CHATHAM_15,521,1035,27,12,1,,CHATHAM,15,33.03341902313625
476,CHATHAM_21,553,560,17,10,1,,CHATHAM,21,0.628930817610063
477,CHATHAM_3,751,278,14,3,1,,CHATHAM,3,-45.96695821185617
478,CHATHAM_30,636,493,11,15,0,,CHATHAM,30,-12.66607617360496
479,CHATHAM_42,892,745,22,9,0,,CHATHAM,42,-8.979841172877215
480,CHATHAM_75,1542,2081,36,19,3,,CHATHAM,75,14.877173613027878
481,CHATHAM_78,1340,2897,31,19,2,,CHATHAM,78,36.74769884352136
482,CHATHAM_85,764,580,11,9,0,,CHATHAM,85,-13.690476190476192
483,CHATHAM_9,620,229,9,10,0,,CHATHAM,9,-46.054181389870436
484,CHATHAM_CRD118,834,126,10,2,3,,CHATHAM,CRD118,-73.75
485,CHATHAM_ESC114,1013,878,16,17,0,,CHATHAM,ESC114,-7.1390798519301955
486,CHATHAM_GLD118,1210,713,36,9,0,,CHATHAM,GLD118,-25.845033801352052
487,CHATHAM_MCH110,1584,5062,70,48,2,,CHATHAM,MCH110,52.33222991272947
488,CHATHAM_MON113,842,545,22,10,2,,CHATHAM,MON113,-21.413121845710165
489,CHATHAM_NWM117,1222,3167,28,22,2,,CHATHAM,NWM117,44.315333789018005
490,CHATHAM_PIT113,1951,3104,65,39,6,,CHATHAM,PIT113,22.809099901088032
491,CHEROKEE_ANNW,599,191,14,6,1,,CHEROKEE,ANNW,-51.64556962025316
492,CHEROKEE_ANSW,608,172,20,10,1,,CHEROKEE,ANSW,-55.8974358974359
493,CHEROKEE_BELL,579,165,3,2,0,,CHEROKEE,BELL,-55.64516129032258
494,CHEROKEE_BRAS,410,144,7,8,1,,CHEROKEE,BRAS,-48.014440433213
495,CHEROKEE_CSON,425,99,5,5,1,,CHEROKEE,CSON,-62.213740458015266
496,CHEROKEE_GCRK,221,43,5,0,1,,CHEROKEE,GCRK,-67.42424242424242
497,CHEROKEE_HANG,385,57,4,4,0,,CHEROKEE,HANG,-74.2081447963801
498,CHEROKEE_HIWA,950,221,9,10,0,,CHEROKEE,HIWA,-62.25448334756618
499,CHEROKEE_HOTH,684,156,14,3,1,,CHEROKEE,HOTH,-62.857142857142854
500,CHEROKEE_MARB,577,93,13,2,0,,CHEROKEE,MARB,-72.23880597014926
501,CHEROKEE_MURN,817,234,13,12,0,,CHEROKEE,MURN,-55.47098001902949
502,CHEROKEE_MURS,993,286,19,6,0,,CHEROKEE,MURS,-55.27756059421422
503,CHEROKEE_PCHT,986,262,13,8,0,,CHEROKEE,PCHT,-58.01282051282052
504,CHEROKEE_RGER,789,217,10,8,2,,CHEROKEE,RGER,-56.85884691848907
505,CHEROKEE_TOPT,199,38,2,0,2,,CHEROKEE,TOPT,-67.9324894514768
506,CHEROKEE_UNKA,271,70,4,0,0,,CHEROKEE,UNKA,-58.94428152492669
507,CHOWAN_1,389,539,13,8,1,,CHOWAN,1,16.163793103448278
508,CHOWAN_2,1022,750,24,17,1,,CHOWAN,2,-15.349887133182843
509,CHOWAN_3,723,144,12,5,1,,CHOWAN,3,-66.78200692041523
510,CHOWAN_4,244,210,6,2,0,,CHOWAN,4,-7.488986784140969
511,CHOWAN_5,405,100,6,3,0,,CHOWAN,5,-60.396039603960396
512,CHOWAN_6,577,305,9,4,0,,CHOWAN,6,-30.839002267573694
513,CLAY_BRAS,335,151,2,4,1,,CLAY,BRAS,-37.86008230452675
514,CLAY_HAY1,524,174,6,1,1,,CLAY,HAY1,-50.1432664756447
515,CLAY_HAY2,609,242,14,5,2,,CLAY,HAY2,-43.12573443008226
516,CLAY_HAYC,213,61,5,2,0,,CLAY,HAYC,-55.47445255474452
517,CLAY_HIAW,673,239,16,10,0,,CLAY,HIAW,-47.58771929824561
518,CLAY_SHCR,648,135,10,1,0,,CLAY,SHCR,-65.51724137931035
519,CLAY_SWEE,336,103,7,2,0,,CLAY,SWEE,-53.075170842824605
520,CLAY_TUSQ,350,128,5,1,0,,CLAY,TUSQ,-46.44351464435147
521,CLAY_WARN,385,106,6,5,0,,CLAY,WARN,-56.82281059063137
522,CLEVELAND_BETHWR,704,197,8,9,0,,CLEVELAND,BETHWR,-56.270810210876796
523,CLEVELAND_BR,1769,644,18,10,1,,CLEVELAND,BR,-46.62246166597596
524,CLEVELAND_CASAR,708,67,12,11,1,,CLEVELAND,CASAR,-82.70967741935485
525,CLEVELAND_FALSTN,697,128,7,4,0,,CLEVELAND,FALSTN,-68.96969696969697
526,CLEVELAND_GROVER,1177,343,12,9,0,,CLEVELAND,GROVER,-54.868421052631575
527,CLEVELAND_KINGST,182,264,6,3,0,,CLEVELAND,KINGST,18.385650224215247
528,CLEVELAND_KM N,1489,787,32,18,2,,CLEVELAND,KM N,-30.84358523725835
529,CLEVELAND_KM S,1328,754,19,12,1,,CLEVELAND,KM S,-27.56964457252642
530,CLEVELAND_LATT,1073,291,20,11,1,,CLEVELAND,LATT,-57.33137829912024
531,CLEVELAND_LAWNDL,467,371,15,5,2,,CLEVELAND,LAWNDL,-11.455847255369928
532,CLEVELAND_MRB-YO,663,145,23,10,1,,CLEVELAND,MRB-YO,-64.10891089108911
533,CLEVELAND_MULLS,877,189,11,7,1,,CLEVELAND,MULLS,-64.54033771106941
534,CLEVELAND_OAKGRV,1482,375,30,8,2,,CLEVELAND,OAKGRV,-59.61227786752828
535,CLEVELAND_POLKVL,1016,238,14,8,2,,CLEVELAND,POLKVL,-62.0414673046252
536,CLEVELAND_RIPPY,1190,478,32,13,1,,CLEVELAND,RIPPY,-42.68585131894484
537,CLEVELAND_S 4A,1189,1025,26,18,2,,CLEVELAND,S 4A,-7.4074074074074066
538,CLEVELAND_S 5,701,630,20,6,0,,CLEVELAND,S 5,-5.334335086401202
539,CLEVELAND_S C,1499,1522,42,21,2,,CLEVELAND,S C,0.7613373055279709
540,CLEVELAND_S S,1340,1206,21,6,1,,CLEVELAND,S S,-5.263157894736842
541,CLEVELAND_SHANGI,1000,395,30,7,0,,CLEVELAND,SHANGI,-43.36917562724014
542,CLEVELAND_WACO,1103,508,14,7,0,,CLEVELAND,WACO,-36.933581626319054
543,COLUMBUS_P01A,491,338,10,13,0,,COLUMBUS,P01A,-18.455971049457176
544,COLUMBUS_P02B,175,318,10,7,0,,COLUMBUS,P02B,29.006085192697768
545,COLUMBUS_P06,414,116,16,10,0,,COLUMBUS,P06,-56.22641509433962
546,COLUMBUS_P07,779,746,17,12,2,,COLUMBUS,P07,-2.1639344262295084
547,COLUMBUS_P11,369,96,4,3,0,,COLUMBUS,P11,-58.70967741935483
548,COLUMBUS_P112,474,59,7,1,1,,COLUMBUS,P112,-77.86116322701689
549,COLUMBUS_P14,952,824,27,11,3,,COLUMBUS,P14,-7.207207207207207
550,COLUMBUS_P15,676,475,15,9,1,,COLUMBUS,P15,-17.463075586446568
551,COLUMBUS_P16B,644,317,20,13,1,,COLUMBUS,P16B,-34.02705515088449
552,COLUMBUS_P17,215,409,7,7,0,,COLUMBUS,P17,31.08974358974359
553,COLUMBUS_P19,602,696,14,6,1,,COLUMBUS,P19,7.24191063174114
554,COLUMBUS_P20A,127,235,6,2,0,,COLUMBUS,P20A,29.83425414364641
555,COLUMBUS_P22A,709,310,11,7,0,,COLUMBUS,P22A,-39.15603532875368
556,COLUMBUS_P23,632,467,14,7,3,,COLUMBUS,P23,-15.013648771610555
557,COLUMBUS_P24,980,104,9,5,0,,COLUMBUS,P24,-80.81180811808119
558,COLUMBUS_P25B,655,63,12,3,0,,COLUMBUS,P25B,-82.45125348189416
559,COLUMBUS_P26B,847,539,17,9,1,,COLUMBUS,P26B,-22.22222222222222
560,COLUMBUS_P34,337,104,5,5,1,,COLUMBUS,P34,-52.83446712018141
561,COLUMBUS_P513,456,94,9,8,1,,COLUMBUS,P513,-65.81818181818181
562,COLUMBUS_P82,658,319,11,5,0,,COLUMBUS,P82,-34.69805527123849
563,COLUMBUS_P89,531,259,16,11,2,,COLUMBUS,P89,-34.43037974683544
564,CRAVEN_02,2289,1253,83,41,3,0.0,CRAVEN,02,-29.249011857707508
565,CRAVEN_03,1676,781,34,10,0,0.0,CRAVEN,03,-36.42653642653643
566,CRAVEN_05,980,560,24,19,1,0.0,CRAVEN,05,-27.27272727272727
567,CRAVEN_07,779,407,10,2,0,0.0,CRAVEN,07,-31.365935919055648
568,CRAVEN_11,1078,274,24,6,0,0.0,CRAVEN,11,-59.46745562130178
569,CRAVEN_16,1459,686,37,14,2,1.0,CRAVEN,16,-36.03729603729604
570,CRAVEN_17,935,368,33,14,1,0.0,CRAVEN,17,-43.51496546431312
571,CRAVEN_19,890,747,20,7,1,0.0,CRAVEN,19,-8.735491753207086
572,CRAVEN_20,1346,747,34,16,2,0.0,CRAVEN,20,-28.619206880076447
573,CRAVEN_21,1389,593,35,13,2,0.0,CRAVEN,21,-40.16145307769929
574,CRAVEN_23,2036,1192,49,23,4,1.0,CRAVEN,23,-26.14622057001239
575,CRAVEN_CFB8,532,249,12,8,0,0.0,CRAVEN,CFB8,-36.23559539052496
576,CRAVEN_CLR4,740,576,25,18,0,0.0,CRAVEN,CLR4,-12.462006079027356
577,CRAVEN_DFB9,258,210,8,0,2,0.0,CRAVEN,DFB9,-10.256410256410255
578,CRAVEN_N1,519,637,12,7,2,0.0,CRAVEN,N1,10.207612456747404
579,CRAVEN_N2,220,714,23,8,0,0.0,CRAVEN,N2,52.890792291220556
580,CRAVEN_N3N5,663,950,19,12,3,0.0,CRAVEN,N3N5,17.792932424054555
581,CRAVEN_N4,818,1127,38,27,0,0.0,CRAVEN,N4,15.88688946015424
582,CRAVEN_N6,1343,1190,37,21,2,1.0,CRAVEN,N6,-6.0402684563758395
583,CRAVEN_TE13,632,116,9,3,1,0.0,CRAVEN,TE13,-68.98395721925134
584,CRAVEN_VE14,1399,724,28,10,1,0.0,CRAVEN,VE14,-31.794630240226095
585,CUMBERLAND_AH49,361,833,12,8,2,0.0,CUMBERLAND,AH49,39.53098827470687
586,CUMBERLAND_AL51,1786,929,44,11,1,0.0,CUMBERLAND,AL51,-31.56537753222836
587,CUMBERLAND_CC01,85,619,10,2,0,0.0,CUMBERLAND,CC01,75.85227272727273
588,CUMBERLAND_CC03,150,280,7,3,0,0.0,CUMBERLAND,CC03,30.23255813953488
589,CUMBERLAND_CC04,217,293,17,6,0,0.0,CUMBERLAND,CC04,14.901960784313726
590,CUMBERLAND_CC06,266,236,8,6,0,0.0,CUMBERLAND,CC06,-5.9760956175298805
591,CUMBERLAND_CC07,303,236,8,5,0,0.0,CUMBERLAND,CC07,-12.430426716141001
592,CUMBERLAND_CC08,525,315,16,8,1,0.0,CUMBERLAND,CC08,-25.0
593,CUMBERLAND_CC10,223,276,10,10,0,0.0,CUMBERLAND,CC10,10.62124248496994
594,CUMBERLAND_CC12,708,366,17,4,0,0.0,CUMBERLAND,CC12,-31.843575418994412
595,CUMBERLAND_CC13,40,390,5,6,0,0.0,CUMBERLAND,CC13,81.3953488372093
596,CUMBERLAND_CC14,792,516,18,14,0,0.0,CUMBERLAND,CC14,-21.100917431192663
597,CUMBERLAND_CC15,787,549,13,11,0,0.0,CUMBERLAND,CC15,-17.81437125748503
598,CUMBERLAND_CC16,29,887,2,2,1,0.0,CUMBERLAND,CC16,93.66812227074236
599,CUMBERLAND_CC17,106,786,8,9,1,0.0,CUMBERLAND,CC17,76.23318385650224
600,CUMBERLAND_CC18,544,302,7,1,1,0.0,CUMBERLAND,CC18,-28.60520094562648
601,CUMBERLAND_CC21,369,815,16,17,1,0.0,CUMBERLAND,CC21,37.66891891891892
602,CUMBERLAND_CC22A,632,1014,28,18,2,0.0,CUMBERLAND,CC22A,23.207776427703525
603,CUMBERLAND_CC23-2,506,700,16,8,0,0.0,CUMBERLAND,CC23-2,16.086235489220563
604,CUMBERLAND_CC24,191,275,11,2,0,0.0,CUMBERLAND,CC24,18.025751072961373
605,CUMBERLAND_CC25,296,449,12,6,0,0.0,CUMBERLAND,CC25,20.536912751677853
606,CUMBERLAND_CC26,313,1020,20,9,1,0.0,CUMBERLAND,CC26,53.03825956489122
